"","Tweets","Category"
"2611","the night is young hop in an ola and enjoy the night lights of your city 
also dont forget to share your photos of your citys beauty at night using mycityatnightwithola","Positive"
"2612","we wish you all success joy and love as you sta this new journey
wish you a very happy ugadi amp gudi padwa

ugadi gudipadwa","Positive"
"2613","a big congratulations toon their latest victory and winning the heroisl title once again","Positive"
"2614","when we said we wanted to shoot for moon we didnt literally mean ithowever while we fix this issue you can always take a flight to another country","Negative"
"2615","weve panered with secunderabad hyderabad and kacheguda railway divisions ofto simplify the mobility experience for railway passengers 
now its more convenient for you to book and locate your cab through ola kiosks and ola zones","Positive"
"2616","we are delighted to be featured inindias top companies list for the third consecutive year","Positive"
"2617","mumbai the strike is being called off with immediate effect with every passing hour more and more of our cabs are getting back on the road to service the mobility needs of all mumbaiites
thank you for your continued trust and understanding","Positive"
"2618","thanks for the shoutout saif","Positive"
"2619","want to win s carvaan 
we have a contest just for you olaplaywithcarvaan
staytuned","Positive"
"2620","the olaplaywithcarvaan contest will consist of 3 pas 
paicipate in all 3 and the lucky winner will take home a s carvaan
pa 1 coming up sholy","Positive"
"2621","heres the first pa of the olaplaywithcarvaan 
stop the video at the right moment and share the screenshot as a reply using the hashtag olaplaywithcarvaan and your city name","Positive"
"2622","the second pa of the contest create your playlist of 5 retro songs from carvaan that you want to dedicate to your loved ones using olaplaywithcarvaan
heres the song list for you to choose from 
ps feel free to tag your loved ones to your tweet","Positive"
"2623","heres the last pa of the contest 

music nostalgia and travel the best mix for a friday evening fridayfeeling 
suggest us a song that fits the above criteria using olaplaywithcarvaan","Positive"
"2624","and the winner of olaplaywithcarvaan who would be flaunting their new s carvaan is drum roll 

","Positive"
"2625","on prime play theres something enteaining for everyone now young ones can enjoy their favourite nursery rhymes with our latest addition
nowplaying olaprimeplay","Positive"
"2626","it’s time to make a difference this eahhour choose ride sharing with ola share amp join the giveup movement here
every action matters farakpadtahai","Positive"
"2627","food filled sunday morning with breakfastcrawlwitholarentals","Positive"
"2628","we’ve got news stay tuned","Negative"
"2629","your panda booked a cab on ola spotthepanda","Negative"
"2630","stay tuned","Negative"
"2631","instant hyperlocal news brought to you by our millionstrong driver paners present in over 110 cities across india find out more herenewsyoucanuse","Positive"
"2632","find out the update on 10hour long power cut in niladri vihar for more such hyperlocal news updates visit
newsyoucanuse","Positive"
"2633","new revolutionary journalism ale frompowered by its one million driversturned hyper local repoers","Positive"
"2634","what is causing traffic snarls this monday morning head here for more such hyperlocal news 
newsyoucanuse","Negative"
"2635","we sure know you are","Negative"
"2636","heylooks like our latest range of ladders aren’t the only thing making news today kudos on newsyoucanuse","Positive"
"2637","find out where our superstar bhai is faisal khan repoing from mumbai for more such hyperlocal news head to
newsyoucanuse","Positive"
"2638","whoanow heres a cool way to transpo yourself cant wait to get our feet on the urban ladderlivethehighlife","Positive"
"2639","what all areas topics and issues you’d want onn to cover share your replies and our driver paners will be ‘onn’ it newsyoucanuse","Positive"
"2640","at ola news network we believe in delivering hyper local news from every nook and corner of the country tell us the topics you want to hear about and we will cover them all newsyoucanuse","Negative"
"2641","with an iconic film like this the wait is too painful our sources repo april 27th 2018 newsyoucanuse","Negative"
"2642","good newswe had quite a fun ride 
bad newshappyaprilfoolsday","Positive"
"2643","what better way than great music to sta your day 
 
tuesdaythoughts","Positive"
"2644","we have a new member joining the ola family 
were happy to welcomeonboard 
the acquisition complements ola’s consistent and continuous effos to integrate its mobility platform with existing public transpoation solutions 
read more","Positive"
"2645","win a chance to meet varun dhawan or win tickets tothe movie 
simply take maximum ola prime rides with code october from 4th april to 8th april 2018 
for more details","Positive"
"2646","wellgood question","Negative"
"2647","very excited to share the news of ridlrjoiningridlr’s experience in mass transit with ola’s mobility services will enable seamless multi modal mobility solutions for our cities look forward to working withand team","Positive"
"2648","introducing firstofitskind intrip insurance only for you 
now insure your rides for upto 5 lakhs against missed flights baggage loss emergency hotel requirements and much more at just 1 
ab chalobefikar
details","Negative"
"2649","thanks for the shout out dayle were happy that you had a great experience","Positive"
"2650","launching mission electric 
the initiative targets 1 million electric vehicles on indian roads by 2021 building on our pioneering ev pilot in nagpur were expanding our commitment to electrify mobility in india olamissionelectric
to know more","Positive"
"2651","not all superheroes wear a cape presenting heroesofolatrue stories based on extraordinary acts of courage amp humanity displayed by our driver paners beyond their call of duty watch episode1 featuring the inspiring story of our driver paner mrgopal yadav from delhi","Positive"
"2652","one small step for her a large one for the community meet meghna sahoo our first transgender driver paner 
know more","Positive"
"2653","welcome aboard vamsi","Positive"
"2654","hi could you please elaborate a bit more on the issue we request you to share us the screenshot of the offer communication email or sms along with your registered email id or phone no over dm and we’ll look into this immediately","Positive"
"2655","this worldheritageday lets pledge to honour our national heritages whenever we travel 
ghoomoresponsibly","Positive"
"2656","sky is the limit congratulationstime100 list","Negative"
"2657","our founderhas written an ode forfounder and ceo bhavish aggarwal in the time100 feature give it a read

congratulationswell deserved","Positive"
"2658","its getting hot in here 
got anything to help us cool off summerishere","Positive"
"2659","sounds cool lets get staed shall we ridesthatcoolyoudown","Positive"
"2660","share a cab share the road 
this eahday let’s make way for the planet 
olashare farakpadtahai","Positive"
"2661","ola like our country is a secular platform and we dont discriminate our driver paners or customers basis their caste religion gender or creed we urge all our customers and driver paners to treat each other with respect at all times","Positive"
"2662","fill your cab rides with fun and laughter enjoy unique funny amp witty videos from 
now available on all your olaprimeplay rides
nowplaying","Positive"
"2663","we are proud to announce the setting up of safety council a first for ridesharing industry globally
the council consists of expes in public safety who will work towards strengthening the safety of mobility ecosystem in india roadsafetyweek 
know more","Positive"
"2664","thank you for all the love and suppo 
200kandcounting","Positive"
"2665","ola cabs commit to provide medical checks and free eye aids to one million drivers in next three yearsroadsafetyweek","Positive"
"2666","this nationalroadsafetyweek we have a contest coming up where you can learn about road safety and also win ola vouchers
reply to each question with the correct answer using olaroadsafetyquiz and you could be a lucky winner 
 amp spread the word","Positive"
"2667","","Negative"
"2668","heres question no1 olaroadsafetyquizthe 5 golden rules of road safety are
a wear a helmet
b wear a seatbelt
c no texting while driving
d avoid overspeeding
e 

what is the 5th rule","Positive"
"2669","thats the correct answerand youre the lucky winner please check your dm","Positive"
"2670","heres olaroadsafetyquiz question no 2
what does this sign indicate","Negative"
"2671","that is rightplease check your dm","Negative"
"2672","olaroadsafetyquiz question no 3 in india what is the maximum permissible blood alcohol content that you may have to be allowed to drive","Positive"
"2673","that is right sunilplease check your dm","Positive"
"2674","olaroadsafetyquiz question no 4 fill in the blanks this year were celebrating thenational road safety week","Positive"
"2675","thats right please check your dm","Positive"
"2676","olaroadsafetyquiz question no5 what is the most impoant cause of roadrelated fatalities in india","Negative"
"2677","olaroadsafetyquiz question no6 
what is the tollfree national highways emergency number","Negative"
"2678","heres the last question of the olaroadsafetyquiz the ola safety council consists of dr gv ramana rao dr parvinder singh pasricha amar srivastava dr op agarwal and
who is the 5th person on the council","Positive"
"2679","thats correct sai please check your dm","Positive"
"2680","delhi police xi registers a thrilling victory against media xi at olat20cricketchampionship special initiative to mark nationalroadsafetyweek","Positive"
"2681","hard work takes you places here’s to our everdependable team of driver paners happylabourday","Negative"
"2682","thanks for the shoutout archana well pass on your compliments to our driver paner as well","Positive"
"2683","is the most advanced cab system in the world imo tried thecabs in useuropeindonesiachina nothing beat them feels like the1st indian staup to be copiedwifi in cabs autoapple music movies what experience fullrespect","Positive"
"2684","theres an ola for everyone may the otp be with you 
happy starwarsday maythe4thbewithyou","Positive"
"2685","everytime i sit in ani think ofgot to love ola for making life easy in mumbai","Positive"
"2686","ah gurgaon the milleniumcity
where the roads are wide and oh so pretty
we had an idea that gave us a kick
what if we teamed up with mobikwik","Positive"
"2687","hey mobikwik
we seamlessly click
going hand in hand
across our homeland
booking an ola on mobikwik is a picnic","Positive"
"2688","folks we’re happy to launch myridemycause an initiative to crowdsource suppo for social causes 
optin to donate 1 on every ola ride amp power ’ effos to strengthen cancer care in india 
to know more","Positive"
"2689","we apologise for the hassle we have escalated your concern to the relevant team and will ensure necessary action is taken against the driver paner as per ola policy and procedure we wish to provide you with a better ola experience on your future rides","Positive"
"2690","when mom decides to visit you there is no stopping her 
watch and learn
come celebrate momsonthemove with ola this mothersday","Positive"
"2691","thanks ranjith
dont forget to let your mom know how cool she is as well","Positive"
"2692","thanks jaidka momsonthemove","Positive"
"2693","were sure that your mom would love a surprise as well 
call her and let her know how cool she is 
momsonthemove","Positive"
"2694","thanks for the shoutout aparna","Positive"
"2695","mom knows you’re busy doing well scrolling through memes
but she won’t disturb you
watch how this mom is helping you clear up your time 
come celebrate momsonthemove with ola this mothersday","Positive"
"2696","mothersday contest coming up ola vouchers up for grabs 
 and spread the word
momsonthemove","Negative"
"2697","join our celebration of momsonthemove and stand to win ola vouchers 
is your mom the coolest of them all tell us how by submitting the finished caption in the comments 
dont forget to like andthis post too
contest","Positive"
"2698","absolutely loving s classic rock playlist inperfect soundtrack to my ride home","Positive"
"2699","hyderabad this ones for you","Negative"
"2700","please follow us for the dm","Positive"
"2701","please follow us for the dm","Positive"
"2702","hi mohit please dm us your phone number 
well get in touch with you sholy","Positive"
"2703","please call mramit 99933 38529 who is at the location and will be able to help you with your cab request","Positive"
"2704","olaplay the perfect incar experience for you","Positive"
"2705","when we said we shall take you places we really meant it 
after peh sydney and melbournenow in brisbane gold coast and canberra waytogo 
read more","Positive"
"2706","watch episode 2 of heroesofola series featuring the inspiring story of our driver paner mryashwant galande from pune
if you have encountered such heroes of ola during your rides share your stories with us using heroesofola","Positive"
"2707","mumbaikars we have a perfect sta to your day win a chance to meettoday by simply telling us your olabucketlist 
get going people it doesnt get better than this 
contest mumbai","Positive"
"2708","we loved to see all the wonderful things that you have in your olabucketlist 
youve won the chance to meetplease check your dm for details","Positive"
"2709","more content more enjoyment now watch the awardwinning web series rise fromon your prime play rides 
nowplaying olaplay","Positive"
"2710","we discovered new places we saw wonders in every mile traveled 
we relished great food we made many cherished memories
and now its time to celebrate2gether
staytuned","Positive"
"2711","want to meet the stars of phamous 
watch the video till the end to find out phamouswithola
read more","Negative"
"2712","were minutes away from grand launch of a nationwide safety initiative stay tuned for more
streetsafe","Positive"
"2713","we are proud to launch streetsafe a nationwide program to strengthen road and ride safety in india 
through this initiative we aim to build awareness towards the 3 key causes of road fatalities in india drinking amp driving texting amp driving and overspeeding","Positive"
"2714","were happy and proud to launch a nationwide initiative on road safety in panership withfrom the foot of the historic india gate monument 
streetsafe","Positive"
"2715","point noted anant were constantly improving our content library and wed really appreciate if you could share suggestions on specific content that youd like to see on ola play","Positive"
"2716","shri amulya patnaik cpdelhi launched ‘streetsafe’ campaign a nationwide road amp ride safety program at india gate new delhi today it is a joint initiative ofand","Positive"
"2717","we staed a journey 2 years ago the one that was meant to be
we drove we saw we explored 2gether we went places 2gether
and we hope this trip never ends 
its time to celebrate2getherness with olaoutstation","Positive"
"2718","tag the two people youd like to celebrate2gether in an ola outstation trip and win
dont forget to like and share the post
contest rules","Positive"
"2719","youve been selected as one of the winners for celebrate2getherness with olaoutstation
please check your dm for fuher details","Positive"
"2720","hi sanchita youve been selected as one of the winners for celebrate2getherness with olaoutstation
please check your dm for fuher details","Positive"
"2721","hi anokhi youve been selected as one of the winners for celebrate2getherness with olaoutstation
please check your dm for fuher details","Positive"
"2722","hi deepak youve been selected as one of the winners for celebrate2getherness with olaoutstation
please check your dm for fuher details","Positive"
"2723","hi krishna youve been selected as one of the winners for celebrate2getherness with olaoutstation
please check your dm for fuher details","Positive"
"2724","congrats hasan youve been selected as one of the winners for celebrate2getherness with olaoutstation
please check your dm for fuher details","Positive"
"2725","hi firoz youve been selected as one of the winners for celebrate2getherness with olaoutstation
please check your dm for fuher details","Positive"
"2726","beitweddingshoppingorabusinessmeetingwhenyourjourneyneedsmultiplestopsyouneedolarentalsgototheolaappandbookrentalstoday","Negative"
"2727","celebrate2gethernessthisweekendwitholaoutstationgetyourgangtogetherandhaveanexcitingweekendout","Positive"
"2728","congestion surely can make things difficult for us on twitter and also on the roads 
this worldenvironmentday let’s take a step towards decongesting our roads and switch to ride sharing kyunki isse farakpadtahai","Negative"
"2729","this worldenvironmentday we give you 1 lakh reasons to share
get 1l free ola share rides next time you travel from a bus metro or railway station between 5th8th june share karke dekho isse farakpadtahai read more","Positive"
"2730","farakpadtahai","Negative"
"2731","sharing is the first step to a bigger change 
tell us what would you share that will make an impact
paicipate and win exciting prizes farakpadtahai
contest rules","Positive"
"2732","good one akashfarakpadtahai","Positive"
"2733","thanksfor the almost free share ride nice initiative i hope this ride sharing can become a daily habit for all of us worldenvironmentday 
olacabs","Positive"
"2734","great things happen when you sta sharing
so share karke dekho farakpadtahai","Positive"
"2735","contestale show us the true kolkatan in you 
kolkata let us know one hidden gem in the city of joy that didnt make it to this list
the most liked entries will win exciting rewards
exploreyourcity with olarentals","Positive"
"2736","contest ale
exploreyourcity with olarentals","Negative"
"2737","thanks for the shoutout rishav were excited to know that we were able to make your monday brilliantmondaymotivation","Positive"
"2738","great choice susmita youve been selected as one of the winners of exploreyourcity with olarentals contest 
please check your dm for fuher details","Positive"
"2739","nice choice chirag youve been selected as one of the winners of exploreyourcity with olarentals contest 
please check your dm for fuher details","Positive"
"2740","great choice susmita youve been selected as one of the winners of exploreyourcity with olarentals contest
please check your dm for fuher details","Positive"
"2741","good one sachin youve been selected as one of the winners of exploreyourcity with olarentals contest 
please check your dm for fuher details","Positive"
"2742","congrats akash thats a really impactful way to share youve been selected as on of the winners of the farakpadtahai contest please check your dm for details","Positive"
"2743","awesome kamal thats a really impactful way to share youve been selected as on of the winners of the farakpadtahai contest 
please check your dm for details","Positive"
"2744","thats a really impactful way to share celina 
youve been selected as one of the winners of the farakpadtahai contest please check your dm for details","Positive"
"2745","thats a really impactful way to share ashwin youve been selected as one of the winners of the farakpadtahai contest please check your dm for details","Positive"
"2746","thats truly an impactful way to share rujuta youve been selected as one of the winners of the farakpadtahai contest please check your dm for details","Positive"
"2747","hyderabad nowplaying","Negative"
"2748","goodness warmth and togetherness for all have a blessed eid eidmubarak","Positive"
"2749","contestale show us the true bangalorean in you 
bengaluru share one hidden gem from the garden city that is not in this video
the most liked entries will win exciting rewards
exploreyourcity with olarentals","Positive"
"2750","riding with pramodvasudev choudhary heroesofola and surprised to see my phone had wifi connectivity mumbai autos are witnessing acchedin","Negative"
"2751","it’s dad’s special day make it a day out take him someplace nice and spoil him silly wherever you’re heading we’ve got a ride to take you two there 
happy fathersday","Positive"
"2752","let’s celebrate fathers’ day in style tell us how did your dad inspire you with his style lucky winners get to gift their dads with gift hampers from
happy fathersday
contestale","Positive"
"2753","specific to the shocking incident that happened last night we have offroaded the driver ola like india believes in secularity amp will never allow any so of discrimination amongst its customers amp driver panerswe stand by our customer amp deeply apologise for the incident","Negative"
"2754","specific to the shocking incident that happened last night we have offroaded the driver ola like india believes in secularity amp will never allow any so of discrimination amongst its customers amp driver paners we stand by you amp deeply apologise for the incident","Negative"
"2755","bengaluru delightfultuesdays is back get flat 50 off on your ola prime ride between 12 noon amp 6 pm use code prime
offer valid only for today in bengaluru
for more details","Positive"
"2756","kudos kerala givewaygivelife","Negative"
"2757","thats indeed a hidden gem in bengaluru congrats youve been selected as one of the winners for exploreyourcity with olarentalsbengaluru edition please check your dm for fuher details","Positive"
"2758","thats indeed a hidden gem in bengaluru congrats pratil youve been selected as one of the winners for exploreyourcity with olarentalsbengaluru edition please check your dm for fuher details","Positive"
"2759","thats indeed a gem that didnt find its place in our list congrats kaik youve been selected as one of the winners for exploreyourcity with olarentalsbengaluru edition please check your dm for fuher details","Positive"
"2760","congrats karan youve been selected as one of the winners of the fathersday contest please check your dm for fuher details","Positive"
"2761","congrats sanchita youve been selected as one of the winners of the fathersday contest please check your dm for fuher details","Positive"
"2762","congrats sarita youve been selected as one of the winners of the fathersday contest please check your dm for fuher details","Positive"
"2763","congrats babu youve been selected as one of the winners of the fathersday contest please check your dm for fuher details","Positive"
"2764","not all superheroes wear a cape heroesofolatrue stories based on extraordinary acts of courage amp humanity displayed by our driver paners
if you have encountered such heroes of ola during your rides share it with us using heroesofola","Positive"
"2765","therapy is in session what’s your groove staytuned","Negative"
"2766","when love hus we’re there for you we’ve got happy tunes to lift up your spirits olaplaytherapy
so whats your favourite heabreak song let us know for a chance to win ola prime play vouchers 
worldmusicday","Positive"
"2767","in collaboration with kendriya sainik boarddepament of exservicemen welfare and ministry of defence we are celebrating international day of yoga with key paicipation from ola sainiks and ola employees internationalyogaday","Positive"
"2768","this worldmusicday we bring you olaplaytherapymusic for every soul and every mood 
tell us whats your favourite jam to kick back to after a tedious workday and get a chance to win ola prime play vouchers","Positive"
"2769","this worldmusicday we bring you the music for every mood with olaplaytherapy 
now turn on the charm turn up the music and let us know your date night song for a chance to win ola prime play vouchers olaplaytherapy","Positive"
"2770","this worldmusicday were bringing the music to rescue you from boredom olaplaytherapy 
what is the music that you listen to when you want to escape boredom let us know in the comments for a chance to win ola prime play vouchers","Positive"
"2771","this worldmusicday were bringing you the music for every mood and every soul with olaplaytherapy 
let us know that banging track that helps you pump iron and break a sweat for a chance to win ola prime play vouchers","Positive"
"2772","yogabhyas by staff ofwithwas conducted tocommemorate the internationalyogaday2018 we are grateful toand their team of olasainiks for making the event ahuge success
","Positive"
"2773","this worldmusicday were bringing you the music for every mood and every soul with olaplaytherapy 
what’s that beatheavy track that gets you in the pay mood let us know for a chance to win ola prime play vouchers","Positive"
"2774","contestale unleash the mumbaikar in you
let us know one hidden gem from mumbai that didnt make it to this list for a chance to win exciting prizes 
exploreyourcity with olarentals","Positive"
"2775","congrats lalitha youve been selected as one of the lucky winners of olaplaytherapy
please check your inbox for fuher details","Positive"
"2776","congrats amit youve been selected as the lucky winner of olaplaytherapy
please check your inbox for fuher details","Positive"
"2777","congrats harpreet youve been selected as the lucky winner of olaplaytherapy
please check your inbox for fuher details","Positive"
"2778","congrats gautam youve been selected as the lucky winner of olaplaytherapy
please check your inbox for fuher details","Positive"
"2779","please follow us for us to share the prize details via dm","Positive"
"2780","congrats samant youve been selected as the lucky winner of olaplaytherapy
please check your inbox for fuher details","Positive"
"2781","congrats youve been selected as the lucky winner of olaplaytherapy
please check your inbox for fuher details","Positive"
"2782","congrats youve been selected as the lucky winner of olaplaytherapy
please check your dm for fuher details","Positive"
"2783","congrats vinita youve been selected as the lucky winner of olaplaytherapy
please check your dm for fuher details","Positive"
"2784","congrats youve been selected as the lucky winner of olaplaytherapy
please check your dm for fuher details","Positive"
"2785","congrats youve been selected as the lucky winner of olaplaytherapy
please check your inbox for fuher details","Positive"
"2786","congrats youve been selected as the lucky winner of olaplaytherapy
please check your dm for fuher details","Positive"
"2787","congrats youve been selected as the lucky winner of olaplaytherapy
please check your dm for fuher details","Positive"
"2788","rock on with olaplay","Negative"
"2789","we are proud to paner with skill development and entrepreneurship depament government of maharashtra to create 10000 job oppounities in the state 
 
read more","Positive"
"2790","contestale what are the mustvisit locations if you want to explore hyderabad 
let us know in the replies and stand a chance to win ola rentals vouchers woh up to 2000 dont forget to like and
exploreyourcity with olarentals","Positive"
"2791","mumbai we have suspended peak pricing in the city due to the heavy rains
please stay safe mumbairains","Positive"
"2792","mumbai were all set to take you to abu dhabi with
take maximum ola rides using code tripshelf before 16th july for a chance to win an allexpense paid trip to abu dhabi for more details","Positive"
"2793","exclusive contest for football fans in mumbai
take a sho quiz amp guess the winners of the quaer final matches of the the world cup and win ola vouchers
to know more","Positive"
"2794","introducing ola money postpaid now avail all your ola credit benefits on ola money postpaid
for more details","Positive"
"2795","congrats youve been selected as one of the winners for the exploreyourcity with olarentals contestmumbai edition 
please check your dm for fuher details","Positive"
"2796","congrats youve been selected as one of the winners for the exploreyourcity with olarentals contestmumbai edition 
please check your dm for fuher details","Positive"
"2797","congrats youve been selected as one of the winners for the exploreyourcity with olarentalshyderabad contest please check your dm for fuher details","Positive"
"2798","congrats arun youve been selected as one of the winners for the exploreyourcity with olarentalshyderabad contest please check your dm for fuher details","Positive"
"2799","congrats youve been selected as one of the winners for the exploreyourcity with olarentalshyderabad contest please check your dm for fuher details","Positive"
"2800","thanks for the shoutout vinod youve made our dayautoboletoholaauto","Positive"
"2801","mumbai were making house hunting a little bit easier with ola auto
take maximum ola auto rides using code nestaway and you could win the first month rent upto 10000 from 
for more details","Positive"
"2802","thanks for the shout out kumar were glad that you had a great experience 
wish you a fabulous week aheadstay awesome","Positive"
"2803","we are proud to paner with the govt of haryana to create 35000 job oppounities in the state fuher strengthening the governments sakshamsaahi initiative
sakshamharyana","Positive"
"2804","we all have one in our gang tag them in the replies 
olawantstoknow","Negative"
"2805","mumbai were all set to take you on your dream trip to mauritius
take maximum ola rides using code sotc before 4th august for a chance to win an allexpense paid trip to mauritius 
for more details","Positive"
"2806","where would we be without memes today tag that memejunkie in your gang 
olawantstoknow","Negative"
"2807","this week mumbai’s favourite earworm is “dil diyan gallan” sung by the inimitable atif aslam catch his hits on your next ola prime play ride 
playpicks","Positive"
"2808","peeke mat chala peeke mat chala award milega

congratulations toon winning gold in the category of best social media brandcause marketing at sammie2018","Positive"
"2809","delighted to celebrate road safety month in association withthanks tofor inaugurating the eye check up camp and addressing on the impoance of road safety to learn more","Positive"
"2810","every great journey stas with a small step stay tuned for more roadtogold","Positive"
"2811","actually something betterstaytuned","Negative"
"2812","olaamp the movie gold byare leading the journey towards the development of champions of tomorrow 
join us amp suppo budding indian athletes on their roadtogold by contributing 1 with each ola ride more 
halla bol go for gold","Positive"
"2813","were happy to have an olympian leading the way in indias quest for gold roadtogold
you too can join us and suppo the indian champions of tomorrow by contributing 1 with every ola ride you take
halla bol go for gold","Positive"
"2814","together marching towards the vision of enabling the budding young indian athletes in the roadtogold 
halla bol go for gold","Positive"
"2815","we are thrilled to paner withfor the roadtogold initiative as we strive to train young indian athletes in their quest for gold
join the cause for the development of our young talents by contributing with every ola ride go for gold","Positive"
"2816","today is a proud moment for indian spos our boys have shown the impoance of young indian spoing talent at the global stage you too can suppo the development of the next wave of indian stars 
contribute 1 on each ola ride you take
roadtogold","Positive"
"2817","thanks for joining inwe appreciate your suppo in giving voice to the initiative and enable the journey of young indian athletes on the roadtogold 
to sta your contribution towards this initiative visit 
halla bol go for gold","Positive"
"2818","spoken like a true champ
join the initiative to suppo the budding spos stars in their quest for gold roadtogold
contribute 1 with each ola ride
halla bol go for gold","Positive"
"2819","thanks for spreading the message in moving young budding indian athletes towards their quest for gold roadtogold
halla bol go for gold","Positive"
"2820","proud to launch roadtogold a nationwide initiative to nuure talented indian spospeople along withamp the movie gold bya small contribution to make a big difference in spos in india
 more","Positive"
"2821","heresandfrom teamgold leading from the front to enable young indian athletes on their roadtogold 
join the movement by contributing 1 via the ola app with every ride you take more
halla bol go for gold","Positive"
"2822","were equally excited to be associated with you and your teamin this journey to suppo budding indian athletes in their quest for gold through our roadtogold initiative
halla bol go for gold","Positive"
"2823","super excited to be associated theand would like to thank them for this wonderful initiative all proceeds will be going towards suppoing india’s future olympic athletes training at the inspire institute of spo that has been built bydoyourbit","Positive"
"2824","team gold along withhave come together for the development of champions of tomorrow through roadtogold join us and suppo budding indian athletes by contributing 1 with each ride
learn more 

","Positive"
"2825","lead the way dada were proud to connect indians to make a difference in enabling the quest for gold of young indian athletes a reality in panership withroadtogold 
","Positive"
"2826","mae gennym rhywbeth cyffroes ar y gweill","Negative"
"2827","mae ‘na dacsi newydd yn y dref","Negative"
"2828","we’re getting used to the local ways and we’re so excited to arrive in the ukthank you wales maen wych bod yma let’s make this a ride to remember olacymru","Positive"
"2829","the winner of india’s first commonwealth gold in women’s wrestling this athlete has had a career wohy of a movie 
can you guess her name roadtogold","Positive"
"2830","thanks to shri narender singh chief judicial magistratecumsecretary dlsa gurugram for inaugurating eyecheck up camps for driverpaners with an address on the impoance of road safety and flagging off cabs with child lock disablement stickers","Positive"
"2831","proud to suppo s one life safety campaign along with district legal service authority","Positive"
"2832","team gold unites withfor the development of champions of tomorrow through roadtogold join us and suppo budding indian athletes by contributing 1 with each ride
learn more
 
","Positive"
"2833","were excited to paner with teamgold in our mission to move young indian athletes on their roadtogold","Positive"
"2834","the unstoppableindia’s first female olympian wrestler is the athlete you need to know about today share her story and join us as we set out to suppo the next generation of indian athletes on their roadtogold","Positive"
"2835","were proud to have you as a pa of the roadtogold initiative we wish you the very best for asiangames2018
halla bol go for gold
show your suppo towards the development of budding indian athletes like her by contributing 1ride 
contribute now","Positive"
"2836","he is one of india’s brightest stars in the javelin throw event
can you guess his name
roadtogold","Positive"
"2837","excited to have an olympian leading the way you are in inspiration to every young indian athlete on their roadtogold
show your suppo towards the development of budding indian athletes like her by contributing 1ride
contribute now","Positive"
"2838","it issetting multiple records in his spo at such a young age knowyourathlete
share his story and join us in suppoing our budding indian athletes in their roadtogold by contributing 1 on every ola ride 
contribute now","Positive"
"2839","knowyourathlete she changed our nation’s perceptions of women competing in spos forever
can you guess her name roadtogold
a lucky winner who gives the correct answer will win tickets to the upcoming 
movie gold contestale","Positive"
"2840","it isshe galvanized an entire nation by winning as the first female indian wrestler at the olympics knowyourathlete
join us in suppoing our budding indian athletes in their roadtogold by contributing 1 on every ola ride
contribute now","Positive"
"2841","thanks for lending your voice for the roadtogold initiative to develop the budding indian spoing talent all the best at the asiangames2018 
show your suppo towards the young indian athletes like him by contributing 1ride
contribute now","Positive"
"2842","you can show your suppo to the champions of tomorrow on their roadtogold by contributing 1 with your each ola ride
the top contributors stand a chance to meet the cast of the upcoming movie gold by 
sta contributing now","Positive"
"2843","excited to uniteforgold withto celebrate 70 yrs of free india’s 1st gold medal olaturnsgold
you too can join roadtogold movement amp back india’s next gold medal by contributing 1 with every ola ride
act now","Positive"
"2844","thanks for the shoutout shovan were happy to help you have a great morning ride olaplay","Positive"
"2845","great to know that you enjoyed your monday morning with olaplay mondaymotivation","Positive"
"2846","here is one of the rising stars in indian tennis can you guess his name knowyourathlete 
a lucky winner who gives the correct answer will win tickets to the upcoming 
movie gold roadtogold
contestale","Positive"
"2847","confident amp fiery are words most commonly used to describewho won the junior grand slam title in 2015 knowyourathlete
suppo the budding indian champions on their roadtogold by contributing 1 with every ola ride you take 
act now","Positive"
"2848","4th april 2018 was meghna sahoos independence day when was yours watch her story and share your story of independence using myindependenceday
happy independenceday2018","Positive"
"2849","mumbai ola freedom sale is hereenjoy exclusive discounts on ola cab pass amp ola select membership this independenceday2018
offer valid only today to know more","Positive"
"2850","everyone has that one day when they truly broke free when was yours share your story of independence with us using myindependenceday and the lucky few could win ola goodies
independenceday2018","Positive"
"2851","independence comes in different faces when was your independence day tell your stories using myindependenceday lucky few win ola vouchers happyindependencedayindia","Positive"
"2852","the day you break free is when you are truly independent tell us your stories of independence using myindependenceday","Positive"
"2853","we all have different stories of independence this wasstory when was your independence day myindependenceday","Positive"
"2854","knowyourathlete he is a long jumping prodigy who gave up on a career in medicine to pursue his passion can you guess his name
a lucky winner who gives the correct answer will win tickets to the upcoming movie gold roadtogold","Positive"
"2855","a fiercely determined m sreeshankar is touted to be the next big star in the field of long jumping knowyourathlete
suppo the budding indian champions on their roadtogold by contributing 1 with every ola ride you take act now","Positive"
"2856","olas myindependenceday campaign asks when was your independence day
","Positive"
"2857","we wish best of luck to the indian contingent at the asiangames2018
the nation stands with you to lead us to glory
halla bol go for gold roadtogold","Positive"
"2858","in this time of need lets standwithkerala 
show your suppo with every ride you take learn more
indiaforkerala","Positive"
"2859","were with you kerala heres how you can donate and help the flood victims donate now 
indiawithkerala","Negative"
"2860","in this case its the ride that matters not the duration","Negative"
"2861","city traffic can be unforgivingshows you how to have stress free weekends with rentals by olaone cab to do many things 
nostressboss","Negative"
"2862","mumbai pune ahmedabad heres your chance to win a 3n4d trip to austria 
all you have to do is to take the maximum ola rides using code austria before 3rd september learn more","Positive"
